================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
P: A little girl wearing a pink , yellow and white bathing suit , gets wet from a splash of water .
H: A girl gets wet from a splash of water by her brother .
label=0, predicted=0, correct
f=water., v=1, w=0.45513123324908406, v*w=0.45513123324908406
f=ofwater, v=3, w=0.12309087214415347, v*w=0.3692726164324604
f=girl, v=2, w=0.117099028920347, v*w=0.234198057840694
f=wet, v=2, w=0.11513979660704644, v*w=0.2302795932140929
f=yellowand, v=1, w=0.21739854869081243, v*w=0.21739854869081243
f=Agirl, v=2, w=0.1082921650273141, v*w=0.2165843300546282
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=little, v=1, w=0.1851227003242817, v*w=0.1851227003242817
f=bathingsuit, v=1, w=0.15128572310372226, v*w=0.15128572310372226
f=wearinga, v=1, w=0.1332806262808893, v*w=0.1332806262808893
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=pink,, v=1, w=0.11704234308180311, v*w=0.11704234308180311
f=,yellow, v=1, w=0.11672413320295463, v*w=0.11672413320295463
f=pink, v=1, w=0.10314624575472425, v*w=0.10314624575472425
f=bathing, v=1, w=0.08024065071303796, v*w=0.08024065071303796
f=yellow, v=1, w=0.06594440380112122, v*w=0.06594440380112122
f=andwhite, v=1, w=0.05172688165480517, v*w=0.05172688165480517
f=girlgets, v=2, w=0.025105682118620614, v*w=0.05021136423724123
f=whitebathing, v=1, w=0.04323634607141197, v*w=0.04323634607141197
f=white, v=1, w=0.04097340906618573, v*w=0.04097340906618573
f=by, v=1, w=0.029866490632082722, v*w=0.029866490632082722
f=littlegirl, v=1, w=0.013503542086372233, v*w=0.013503542086372233
f=,gets, v=1, w=0, v*w=0
f=getswet, v=3, w=0, v*w=0
f=splashof, v=3, w=0, v*w=0
f=suit,, v=1, w=-0.02097392460311698, v*w=-0.02097392460311698
f=apink, v=1, w=-0.0261152361184295, v*w=-0.0261152361184295
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=,, v=2, w=-0.030906925089610418, v*w=-0.061813850179220836
f=of, v=2, w=-0.03501471429522005, v*w=-0.0700294285904401
f=girlwearing, v=1, w=-0.09152986700566704, v*w=-0.09152986700566704
f=waterby, v=2, w=-0.04693453658356936, v*w=-0.09386907316713872
f=Alittle, v=1, w=-0.09520899987286781, v*w=-0.09520899987286781
f=wearing, v=1, w=-0.09904468457939075, v*w=-0.09904468457939075
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=from, v=2, w=-0.07834575869028018, v*w=-0.15669151738056036
f=her, v=1, w=-0.17168634507104907, v*w=-0.17168634507104907
f=brother., v=2, w=-0.08736085385253402, v*w=-0.17472170770506804
f=byher, v=2, w=-0.08912956133846406, v*w=-0.17825912267692812
f=wetfrom, v=3, w=-0.06131231897704745, v*w=-0.18393695693114234
f=brother, v=1, w=-0.20429061980804253, v*w=-0.20429061980804253
f=herbrother, v=2, w=-0.12793891103355284, v*w=-0.2558778220671057
f=asplash, v=3, w=-0.09126903955621343, v*w=-0.27380711866864027
f=splash, v=2, w=-0.1369865350688506, v*w=-0.2739730701377012
f=froma, v=3, w=-0.10579142208868832, v*w=-0.31737426626606496
f=suit, v=1, w=-0.34073635749085923, v*w=-0.34073635749085923
f=gets, v=2, w=-0.19868953311553725, v*w=-0.3973790662310745
f=water, v=2, w=-0.212601125088848, v*w=-0.425202250177696
================================================================================
P: A bridal party is posing for a picture outdoors .
H: The party is taking pictures before a wedding .
label=0, predicted=0, correct
f=picture, v=1, w=0.5551116169227446, v*w=0.5551116169227446
f=outdoors, v=1, w=0.5249197088357502, v*w=0.5249197088357502
f=outdoors., v=1, w=0.48567709536011555, v*w=0.48567709536011555
f=wedding, v=1, w=0.23641192951988937, v*w=0.23641192951988937
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=wedding., v=2, w=0.09249708299559346, v*w=0.18499416599118693
f=takingpictures, v=2, w=0.08279683407162834, v*w=0.16559366814325668
f=istaking, v=2, w=0.08193407054674318, v*w=0.16386814109348635
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=Abridal, v=1, w=0.0435704261583294, v*w=0.0435704261583294
f=bridal, v=1, w=0.03188470321560324, v*w=0.03188470321560324
f=bridalparty, v=1, w=0.03188470321560324, v*w=0.03188470321560324
f=pictureoutdoors, v=1, w=0.015371548136824072, v*w=0.015371548136824072
f=Theparty, v=2, w=0, v*w=0
f=picturesbefore, v=2, w=0, v*w=0
f=posing, v=1, w=-0.001466396967633784, v*w=-0.001466396967633784
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=beforea, v=2, w=-0.02314286091608785, v*w=-0.0462857218321757
f=isposing, v=1, w=-0.060693116385821734, v*w=-0.060693116385821734
f=partyis, v=3, w=-0.020914267575143666, v*w=-0.062742802725431
f=awedding, v=2, w=-0.033747167168241325, v*w=-0.06749433433648265
f=before, v=1, w=-0.09991513577270993, v*w=-0.09991513577270993
f=taking, v=1, w=-0.15095965692847155, v*w=-0.15095965692847155
f=apicture, v=1, w=-0.1561366023503942, v*w=-0.1561366023503942
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=posingfor, v=1, w=-0.31122710538438536, v*w=-0.31122710538438536
f=pictures, v=1, w=-0.32308098933912577, v*w=-0.32308098933912577
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=for, v=1, w=-0.4279834947480442, v*w=-0.4279834947480442
f=fora, v=1, w=-0.4559733319589456, v*w=-0.4559733319589456
f=party, v=2, w=-0.2348035125391754, v*w=-0.4696070250783508
================================================================================
P: A group of people walk up a ramp on a cloudy day .
H: The people are walking .
label=1, predicted=1, correct
f=walking., v=2, w=0.617341412149896, v*w=1.234682824299792
f=arewalking, v=2, w=0.3824449719220282, v*w=0.7648899438440564
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=up, v=1, w=0.20264699032341182, v*w=0.20264699032341182
f=walk, v=1, w=0.12851877477208745, v*w=0.12851877477208745
f=Agroup, v=1, w=0.12604373207623112, v*w=0.12604373207623112
f=people, v=2, w=0.03458208307987226, v*w=0.06916416615974452
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=rampon, v=1, w=0.060880162108032265, v*w=0.060880162108032265
f=peoplewalk, v=1, w=0.04084641431302403, v*w=0.04084641431302403
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=upa, v=1, w=0.02773183926921065, v*w=0.02773183926921065
f=cloudy, v=1, w=0.015719446395826186, v*w=0.015719446395826186
f=cloudyday, v=1, w=0.011000240112683841, v*w=0.011000240112683841
f=walkup, v=1, w=0.005179899128441157, v*w=0.005179899128441157
f=day, v=1, w=-0.008430741536021788, v*w=-0.008430741536021788
f=acloudy, v=1, w=-0.009145250054506176, v*w=-0.009145250054506176
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=ramp, v=1, w=-0.019101406099741838, v*w=-0.019101406099741838
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=ofpeople, v=1, w=-0.03827615114919907, v*w=-0.03827615114919907
f=aramp, v=1, w=-0.04826675349367911, v*w=-0.04826675349367911
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=groupof, v=1, w=-0.084481681878757, v*w=-0.084481681878757
f=peopleare, v=2, w=-0.05663529217973995, v*w=-0.1132705843594799
f=group, v=1, w=-0.13334229092316927, v*w=-0.13334229092316927
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=day., v=1, w=-0.3286861849745922, v*w=-0.3286861849745922
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=Thepeople, v=2, w=-0.19945127372776794, v*w=-0.3989025474555359
================================================================================
P: A woman pulls a small child in a sled through the snow .
H: A woman pulls a child .
label=1, predicted=1, correct
f=Awoman, v=3, w=0.20751142896233452, v*w=0.6225342868870035
f=snow., v=1, w=0.4402441843220333, v*w=0.4402441843220333
f=achild, v=2, w=0.19967265558466066, v*w=0.3993453111693213
f=child., v=2, w=0.17322511403359275, v*w=0.3464502280671855
f=pulls, v=2, w=0.1516293963915087, v*w=0.3032587927830174
f=pullsa, v=3, w=0.09698040043275562, v*w=0.29094120129826684
f=smallchild, v=1, w=0.23130822614314872, v*w=0.23130822614314872
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=thesnow, v=1, w=0.1989919011780953, v*w=0.1989919011780953
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=womanpulls, v=3, w=0.012759828969636327, v*w=0.03827948690890898
f=asmall, v=1, w=0.02935992508843962, v*w=0.02935992508843962
f=childin, v=1, w=-0.01693859630522248, v*w=-0.01693859630522248
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=through, v=1, w=-0.046433849606658084, v*w=-0.046433849606658084
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=throughthe, v=1, w=-0.06280476105193822, v*w=-0.06280476105193822
f=small, v=1, w=-0.08274725892907821, v*w=-0.08274725892907821
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=woman, v=2, w=-0.051859699847804995, v*w=-0.10371939969560999
f=snow, v=1, w=-0.11251254627813631, v*w=-0.11251254627813631
f=asled, v=1, w=-0.12175969844726062, v*w=-0.12175969844726062
f=sledthrough, v=1, w=-0.16635998828900192, v*w=-0.16635998828900192
f=sled, v=1, w=-0.22874265106365982, v*w=-0.22874265106365982
f=child, v=2, w=-0.1790044311036736, v*w=-0.3580088622073472
================================================================================
P: There is not an image here .
H: There is only a single color displayed instead of an image .
label=0, predicted=1, wrong
f=Thereis, v=3, w=0.843560420522399, v*w=2.5306812615671967
f=There, v=2, w=0.37480092636844625, v*w=0.7496018527368925
f=isnot, v=1, w=0.540898302573708, v*w=0.540898302573708
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=not, v=1, w=0.17216889049286244, v*w=0.17216889049286244
f=animage, v=3, w=0.05609151762535465, v*w=0.16827455287606397
f=onlya, v=2, w=0.03841784171949783, v*w=0.07683568343899566
f=displayed, v=1, w=0.023420734670711246, v*w=0.023420734670711246
f=isonly, v=2, w=0.010013248975472235, v*w=0.02002649795094447
f=notan, v=1, w=0, v*w=0
f=imagehere, v=1, w=0, v*w=0
f=singlecolor, v=2, w=0, v*w=0
f=colordisplayed, v=2, w=0, v*w=0
f=displayedinstead, v=2, w=0, v*w=0
f=instead, v=1, w=-0.010645981160863023, v*w=-0.010645981160863023
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=color, v=1, w=-0.012124057964988222, v*w=-0.012124057964988222
f=here, v=1, w=-0.013713363375217627, v*w=-0.013713363375217627
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=insteadof, v=2, w=-0.021291962321726046, v*w=-0.04258392464345209
f=here., v=1, w=-0.054633159774468365, v*w=-0.054633159774468365
f=an, v=2, w=-0.02926836810441059, v*w=-0.05853673620882118
f=single, v=1, w=-0.06725421812341456, v*w=-0.06725421812341456
f=image., v=2, w=-0.03505856045641388, v*w=-0.07011712091282776
f=only, v=1, w=-0.11149990950803536, v*w=-0.11149990950803536
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=ofan, v=2, w=-0.08379380913171455, v*w=-0.1675876182634291
f=image, v=2, w=-0.09366079596188233, v*w=-0.18732159192376466
f=asingle, v=2, w=-0.18501302814856893, v*w=-0.37002605629713786
================================================================================
P: A man and a woman are sitting at a table outside , next to a small flower garden .
H: The man and woman are on a date .
label=0, predicted=0, correct
f=womanare, v=3, w=0.16689786189337136, v*w=0.500693585680114
f=nextto, v=1, w=0.39858083335620315, v*w=0.39858083335620315
f=andwoman, v=2, w=0.16706305333357488, v*w=0.33412610666714976
f=areon, v=2, w=0.16414150939691374, v*w=0.3282830187938275
f=Aman, v=1, w=0.3015943159097625, v*w=0.3015943159097625
f=awoman, v=1, w=0.2673990495953279, v*w=0.2673990495953279
f=flower, v=1, w=0.21906481482178733, v*w=0.21906481482178733
f=Theman, v=2, w=0.10817957153372863, v*w=0.21635914306745727
f=at, v=1, w=0.20611288115700632, v*w=0.20611288115700632
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=aresitting, v=1, w=0.15098095429645442, v*w=0.15098095429645442
f=table, v=1, w=0.12955995774716503, v*w=0.12955995774716503
f=atable, v=1, w=0.1166972283136053, v*w=0.1166972283136053
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=sitting, v=1, w=0.06163683019521975, v*w=0.06163683019521975
f=,next, v=1, w=0.044298764979931134, v*w=0.044298764979931134
f=anda, v=1, w=0.04042778075176625, v*w=0.04042778075176625
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=tableoutside, v=1, w=0.03836980481104422, v*w=0.03836980481104422
f=asmall, v=1, w=0.02935992508843962, v*w=0.02935992508843962
f=garden, v=1, w=0.004036083701067758, v*w=0.004036083701067758
f=flowergarden, v=1, w=0, v*w=0
f=,, v=1, w=-0.030906925089610418, v*w=-0.030906925089610418
f=ona, v=2, w=-0.01745058575214073, v*w=-0.03490117150428146
f=smallflower, v=1, w=-0.03750343556566567, v*w=-0.03750343556566567
f=a, v=4, w=-0.011701712985154124, v*w=-0.0468068519406165
f=garden., v=1, w=-0.05961234834971291, v*w=-0.05961234834971291
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=next, v=1, w=-0.08205302034626026, v*w=-0.08205302034626026
f=small, v=1, w=-0.08274725892907821, v*w=-0.08274725892907821
f=sittingat, v=1, w=-0.10360248909965866, v*w=-0.10360248909965866
f=woman, v=2, w=-0.051859699847804995, v*w=-0.10371939969560999
f=outside,, v=1, w=-0.12871673425639937, v*w=-0.12871673425639937
f=toa, v=1, w=-0.15097708026039403, v*w=-0.15097708026039403
f=date, v=1, w=-0.21501776093739386, v*w=-0.21501776093739386
f=and, v=2, w=-0.11006926248016317, v*w=-0.22013852496032635
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=ata, v=1, w=-0.28606424431022354, v*w=-0.28606424431022354
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=date., v=2, w=-0.2578558245145559, v*w=-0.5157116490291118
f=manand, v=3, w=-0.18314063165773173, v*w=-0.5494218949731952
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
f=adate, v=2, w=-0.372175923047782, v*w=-0.744351846095564
================================================================================
P: Jet flying low over a field with a woman in the field .
H: A woman watches a jet fly over her .
label=0, predicted=1, wrong
f=watchesa, v=2, w=0.36029913218514625, v*w=0.7205982643702925
f=thefield, v=1, w=0.4519194354245627, v*w=0.4519194354245627
f=Awoman, v=2, w=0.20751142896233452, v*w=0.41502285792466903
f=awoman, v=1, w=0.2673990495953279, v*w=0.2673990495953279
f=her., v=2, w=0.11204196073297287, v*w=0.22408392146594575
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=flying, v=1, w=0.10078232586009071, v*w=0.10078232586009071
f=low, v=1, w=0.06704636889761233, v*w=0.06704636889761233
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=field., v=1, w=0.02861876786532126, v*w=0.02861876786532126
f=overher, v=2, w=0.008420375879448997, v*w=0.016840751758897994
f=Jet, v=1, w=0, v*w=0
f=Jetflying, v=1, w=0, v*w=0
f=flyinglow, v=1, w=0, v*w=0
f=lowover, v=1, w=0, v*w=0
f=jetfly, v=2, w=0, v*w=0
f=flyover, v=2, w=0, v*w=0
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=fieldwith, v=1, w=-0.0337351522800091, v*w=-0.0337351522800091
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=womanin, v=1, w=-0.059237008712311065, v*w=-0.059237008712311065
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=watches, v=1, w=-0.08808550721304866, v*w=-0.08808550721304866
f=afield, v=1, w=-0.08878488895269604, v*w=-0.08878488895269604
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=ajet, v=2, w=-0.04935922989541004, v*w=-0.09871845979082008
f=woman, v=2, w=-0.051859699847804995, v*w=-0.10371939969560999
f=jet, v=1, w=-0.12150717919622243, v*w=-0.12150717919622243
f=fly, v=1, w=-0.13071841186142047, v*w=-0.13071841186142047
f=her, v=1, w=-0.17168634507104907, v*w=-0.17168634507104907
f=inthe, v=1, w=-0.19193677933993739, v*w=-0.19193677933993739
f=womanwatches, v=2, w=-0.10837440845923557, v*w=-0.21674881691847114
f=field, v=2, w=-0.12394926748857031, v*w=-0.24789853497714062
f=overa, v=1, w=-0.3163880077538089, v*w=-0.3163880077538089
f=over, v=2, w=-0.18604385430516576, v*w=-0.3720877086103315
================================================================================
P: A toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set .
H: A child plays with a train set .
label=1, predicted=1, correct
f=playswith, v=2, w=0.31520145821881695, v*w=0.6304029164376339
f=Achild, v=2, w=0.244315990288394, v*w=0.488631980576788
f=issitting, v=1, w=0.44008958569957374, v*w=0.44008958569957374
f=train, v=2, w=0.1432467701718579, v*w=0.2864935403437158
f=thefloor, v=1, w=0.23339103053616925, v*w=0.23339103053616925
f=trainset, v=3, w=0.07172265894757443, v*w=0.2151679768427233
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=childplays, v=2, w=0.08212411115778138, v*w=0.16424822231556277
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=floor, v=1, w=0.11646748264703717, v*w=0.11646748264703717
f=pieces, v=1, w=0.10985135752353059, v*w=0.10985135752353059
f=set, v=2, w=0.03637377039418776, v*w=0.07274754078837552
f=sitting, v=1, w=0.06163683019521975, v*w=0.06163683019521975
f=4, v=1, w=0.04693344397591178, v*w=0.04693344397591178
f=car, v=1, w=0.04503008671651625, v*w=0.04503008671651625
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=atrain, v=3, w=0.007706707293229558, v*w=0.023120121879688673
f=pamper, v=1, w=0, v*w=0
f=toddlerdressed, v=1, w=0, v*w=0
f=dressedonly, v=1, w=0, v*w=0
f=onlyin, v=1, w=0, v*w=0
f=apamper, v=1, w=0, v*w=0
f=pamperis, v=1, w=0, v*w=0
f=floorplaying, v=1, w=0, v*w=0
f=4``, v=1, w=0, v*w=0
f=``car, v=1, w=0, v*w=0
f=car'', v=1, w=0, v*w=0
f=''pieces, v=1, w=0, v*w=0
f=piecesto, v=1, w=0, v*w=0
f=onthe, v=1, w=-0.005794763800904109, v*w=-0.005794763800904109
f=witha, v=2, w=-0.004899999196392765, v*w=-0.00979999839278553
f=with, v=2, w=-0.006383332049242026, v*w=-0.012766664098484051
f=with4, v=1, w=-0.018656080998352278, v*w=-0.018656080998352278
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=dressed, v=1, w=-0.04261254299861448, v*w=-0.04261254299861448
f=``, v=1, w=-0.053809516055062935, v*w=-0.053809516055062935
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=playing, v=1, w=-0.07130834249945808, v*w=-0.07130834249945808
f=Atoddler, v=1, w=-0.07380973993271026, v*w=-0.07380973993271026
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=playingwith, v=1, w=-0.1026432221048001, v*w=-0.1026432221048001
f=toddler, v=1, w=-0.10465360702219498, v*w=-0.10465360702219498
f=only, v=1, w=-0.11149990950803536, v*w=-0.11149990950803536
f='', v=1, w=-0.11316679112859411, v*w=-0.11316679112859411
f=toa, v=1, w=-0.15097708026039403, v*w=-0.15097708026039403
f=plays, v=1, w=-0.16828948867737525, v*w=-0.16828948867737525
f=child, v=1, w=-0.1790044311036736, v*w=-0.1790044311036736
f=sittingon, v=1, w=-0.25360056431973144, v*w=-0.25360056431973144
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=set., v=3, w=-0.1450091846846093, v*w=-0.43502755405382787
================================================================================
P: Three children dressed in winter clothes are walking through the woods while pushing cargo along .
H: Three children are dressed in winter clothes .
label=1, predicted=1, correct
f=dressedin, v=3, w=0.42049985974046844, v*w=1.2614995792214052
f=aredressed, v=2, w=0.35113000667870625, v*w=0.7022600133574125
f=clothes., v=2, w=0.3403862188307501, v*w=0.6807724376615002
f=inwinter, v=3, w=0.20805732079526526, v*w=0.6241719623857958
f=Threechildren, v=3, w=0.19224952348218474, v*w=0.5767485704465543
f=Three, v=2, w=0.27395159945268316, v*w=0.5479031989053663
f=clothes, v=2, w=0.19936645281328405, v*w=0.3987329056265681
f=arewalking, v=1, w=0.3824449719220282, v*w=0.3824449719220282
f=children, v=2, w=0.17425763421936627, v*w=0.34851526843873254
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=winterclothes, v=3, w=0.0621513872438949, v*w=0.1864541617316847
f=winter, v=2, w=0.0763295849956186, v*w=0.1526591699912372
f=thewoods, v=1, w=0.14645051811486343, v*w=0.14645051811486343
f=along., v=1, w=0.03798391424433465, v*w=0.03798391424433465
f=woods, v=1, w=0.02101619640098352, v*w=0.02101619640098352
f=woodswhile, v=1, w=0, v*w=0
f=whilepushing, v=1, w=0, v*w=0
f=pushingcargo, v=1, w=0, v*w=0
f=cargoalong, v=1, w=0, v*w=0
f=while, v=1, w=-0.023261112306160812, v*w=-0.023261112306160812
f=clothesare, v=1, w=-0.029342157229561985, v*w=-0.029342157229561985
f=through, v=1, w=-0.046433849606658084, v*w=-0.046433849606658084
f=cargo, v=1, w=-0.057255471997134155, v*w=-0.057255471997134155
f=childrendressed, v=1, w=-0.059645573369399046, v*w=-0.059645573369399046
f=throughthe, v=1, w=-0.06280476105193822, v*w=-0.06280476105193822
f=childrenare, v=2, w=-0.036912899099538085, v*w=-0.07382579819907617
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=walkingthrough, v=1, w=-0.07916171061846689, v*w=-0.07916171061846689
f=dressed, v=2, w=-0.04261254299861448, v*w=-0.08522508599722896
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=along, v=1, w=-0.16949371813778044, v*w=-0.16949371813778044
f=pushing, v=1, w=-0.24816055234220694, v*w=-0.24816055234220694
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
================================================================================
P: People are walking along the street .
H: Humans beings are ambling down a road .
label=1, predicted=1, correct
f=road., v=2, w=0.2785510873414823, v*w=0.5571021746829646
f=People, v=1, w=0.4551736794312101, v*w=0.4551736794312101
f=Humans, v=1, w=0.4078465368660766, v*w=0.4078465368660766
f=arewalking, v=1, w=0.3824449719220282, v*w=0.3824449719220282
f=walkingalong, v=1, w=0.305898594087786, v*w=0.305898594087786
f=thestreet, v=1, w=0.2095821570306053, v*w=0.2095821570306053
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=down, v=1, w=0.1430680845426947, v*w=0.1430680845426947
f=Peopleare, v=1, w=0.07193517264079206, v*w=0.07193517264079206
f=beings, v=1, w=0.06597386685302091, v*w=0.06597386685302091
f=street., v=1, w=0.037855198002162756, v*w=0.037855198002162756
f=ambling, v=1, w=0.014542029484561372, v*w=0.014542029484561372
f=alongthe, v=1, w=0.002846260648927947, v*w=0.002846260648927947
f=Humansbeings, v=2, w=0, v*w=0
f=beingsare, v=2, w=0, v*w=0
f=areambling, v=2, w=0, v*w=0
f=amblingdown, v=2, w=0, v*w=0
f=street, v=1, w=-0.01097340605250252, v*w=-0.01097340605250252
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=along, v=1, w=-0.16949371813778044, v*w=-0.16949371813778044
f=road, v=1, w=-0.1982838131118813, v*w=-0.1982838131118813
f=aroad, v=2, w=-0.19585338996915058, v*w=-0.39170677993830116
f=downa, v=2, w=-0.21543645069369882, v*w=-0.43087290138739764
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
================================================================================
P: A male child with blond-hair , green eyes , and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row .
H: A person in a shirt
label=1, predicted=1, correct
f=Aperson, v=2, w=0.44708812600032793, v*w=0.8941762520006559
f=has, v=2, w=0.3332030872939976, v*w=0.6664061745879952
f=hashis, v=1, w=0.4110303462381051, v*w=0.4110303462381051
f=mouth, v=2, w=0.1470125386282486, v*w=0.2940250772564972
f=hand, v=1, w=0.25417227109784846, v*w=0.25417227109784846
f=hishand, v=1, w=0.2074654572983022, v*w=0.2074654572983022
f=can, v=1, w=0.17243057180365248, v*w=0.17243057180365248
f=personin, v=2, w=0.08492722240425954, v*w=0.16985444480851908
f=,and, v=1, w=0.1609942246474133, v*w=0.1609942246474133
f=teeth, v=1, w=0.1542845518808861, v*w=0.1542845518808861
f=wearinga, v=1, w=0.1332806262808893, v*w=0.1332806262808893
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=chewing, v=1, w=0.11766460545313193, v*w=0.11766460545313193
f=eyes, v=1, w=0.11099399712102488, v*w=0.11099399712102488
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=ashirt, v=2, w=0.04363315889361466, v*w=0.08726631778722932
f=ischewing, v=1, w=0.08453832040889486, v*w=0.08453832040889486
f=male, v=1, w=0.07664627672501824, v*w=0.07664627672501824
f=stick, v=1, w=0.07641799299080158, v*w=0.07641799299080158
f=where, v=1, w=0.06739594184854844, v*w=0.06739594184854844
f=cansee, v=1, w=0.06603073042175965, v*w=0.06603073042175965
f=stickand, v=1, w=0.06344041552915602, v*w=0.06344041552915602
f=4, v=1, w=0.04693344397591178, v*w=0.04693344397591178
f=wrappedaround, v=1, w=0.04430701868474646, v*w=0.04430701868474646
f=it, v=1, w=0.041505024863558664, v*w=0.041505024863558664
f=white, v=1, w=0.04097340906618573, v*w=0.04097340906618573
f=malechild, v=1, w=0.040816102172781234, v*w=0.040816102172781234
f=anda, v=1, w=0.04042778075176625, v*w=0.04042778075176625
f=looking, v=1, w=0.04034963893140338, v*w=0.04034963893140338
f=hismouth, v=1, w=0.04001007873467771, v*w=0.04001007873467771
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=shirt, v=1, w=0.027588319442865928, v*w=0.027588319442865928
f=sticky, v=1, w=0, v*w=0
f=popsicle, v=1, w=0, v*w=0
f=inserted, v=1, w=0, v*w=0
f=greeneyes, v=1, w=0, v*w=0
f=asticky, v=1, w=0, v*w=0
f=stickylooking, v=1, w=0, v*w=0
f=lookingmouth, v=1, w=0, v*w=0
f=mouthwearing, v=1, w=0, v*w=0
f=multicoloredt-shirt, v=1, w=0, v*w=0
f=apopsicle, v=1, w=0, v*w=0
f=popsiclestick, v=1, w=0, v*w=0
f=chewingand, v=1, w=0, v*w=0
f=hasit, v=1, w=0, v*w=0
f=itinserted, v=1, w=0, v*w=0
f=insertedinto, v=1, w=0, v*w=0
f=mouthwhere, v=1, w=0, v*w=0
f=whereyou, v=1, w=0, v*w=0
f=see4, v=1, w=0, v*w=0
f=4bright, v=1, w=0, v*w=0
